gk,peng,poverty_to_expense_ratio,Cluster,daerah,jenis
293697.0,466355.0,0.6297713115545025,1,PERKOTAAN,MAKANAN
302128.0,466355.0,0.64784981398291,1,PERKOTAAN,MAKANAN
306243.0,548853.0,0.5579690736863969,1,PERKOTAAN,MAKANAN
319768.0,548853.0,0.5826113731727803,1,PERKOTAAN,MAKANAN
297479.0,395136.0,0.7528521825396826,5,PERDESAAN,MAKANAN
306737.0,395136.0,0.7762820902170392,5,PERDESAAN,MAKANAN
315697.0,412251.0,0.7657883182818235,5,PERDESAAN,MAKANAN
324854.0,412251.0,0.7880005142498139,5,PERDESAAN,MAKANAN
296406.0,415354.0,0.7136225966284182,0,PERDESAANPERKOTAAN,MAKANAN
305428.0,415354.0,0.7353438271931895,0,PERDESAANPERKOTAAN,MAKANAN
312801.0,451952.0,0.6921111091443339,0,PERDESAANPERKOTAAN,MAKANAN
323548.0,451952.0,0.7158901830282862,0,PERDESAANPERKOTAAN,MAKANAN
330153.0,610732.0,0.5405857233614745,1,PERKOTAAN,MAKANAN
347811.0,610732.0,0.5694985689303983,1,PERKOTAAN,MAKANAN
351777.0,637432.0,0.5518659245221451,1,PERKOTAAN,MAKANAN
360318.0,637432.0,0.5652650008157732,1,PERKOTAAN,MAKANAN
331267.0,494149.99999999994,0.670377415764444,5,PERDESAAN,MAKANAN
346070.0,494149.99999999994,0.7003339067084893,5,PERDESAAN,MAKANAN
353915.0,506655.99999999994,0.6985311532874376,5,PERDESAAN,MAKANAN
362463.0,506655.99999999994,0.7154025611065497,5,PERDESAAN,MAKANAN
330958.0,529160.9999999999,0.6254391385608539,0,PERDESAANPERKOTAAN,MAKANAN
346552.0,529160.9999999999,0.6549084305154764,0,PERDESAANPERKOTAAN,MAKANAN
353291.0,547667.9999999999,0.6450824221973896,0,PERDESAANPERKOTAAN,MAKANAN
361835.0,547667.9999999999,0.6606831145876699,0,PERDESAANPERKOTAAN,MAKANAN
364040.0,639421.0,0.5693275635301311,1,PERKOTAAN,MAKANAN
377620.0,639421.0,0.5905655272504344,1,PERKOTAAN,MAKANAN
398026.0,655222.0,0.6074673927310134,1,PERKOTAAN,MAKANAN
399504.0,655222.0,0.6097231167451642,1,PERKOTAAN,MAKANAN
372626.0,520759.0,0.7155440424457379,5,PERDESAAN,MAKANAN
387367.0,520759.0,0.7438508023865166,5,PERDESAAN,MAKANAN
396615.00000000006,566947.0,0.6995627457240271,5,PERDESAAN,MAKANAN
397816.0,566947.0,0.7016811095217014,5,PERDESAAN,MAKANAN
370093.0,559298.9999999999,0.6617086746087513,0,PERDESAANPERKOTAAN,MAKANAN
384381.0,559298.9999999999,0.6872549387715694,0,PERDESAANPERKOTAAN,MAKANAN
397032.0,595634.0,0.6665704106884429,0,PERDESAANPERKOTAAN,MAKANAN
398316.0,595634.0,0.6687260968984309,0,PERDESAANPERKOTAAN,MAKANAN
418047.0,734401.0,0.5692353360085294,1,PERKOTAAN,MAKANAN
426126.0,734401.0,0.5802361380226879,1,PERKOTAAN,MAKANAN
448527.99999999994,736172.0,0.6092706595741213,1,PERKOTAAN,MAKANAN
481276.0,736172.0,0.6537548290345191,1,PERKOTAAN,MAKANAN
406917.0,597940.0,0.680531491453992,5,PERDESAAN,MAKANAN
414738.0,597940.0,0.6936113991370372,5,PERDESAAN,MAKANAN
434103.99999999994,633566.0,0.6851756565219724,5,PERDESAAN,MAKANAN
462138.0,633566.0,0.7294236117468424,5,PERDESAAN,MAKANAN
410420.0,643591.0,0.6377031375516439,0,PERDESAANPERKOTAAN,MAKANAN
418296.0,643591.0,0.6499407232232893,0,PERDESAANPERKOTAAN,MAKANAN
438658.0,668480.0,0.6562021302058401,0,PERDESAANPERKOTAAN,MAKANAN
468255.0,668480.0,0.7004772020105313,0,PERDESAANPERKOTAAN,MAKANAN
116717.0,529944.9999999999,0.2202436101859627,4,PERKOTAAN,NONMAKANAN
118196.0,529944.9999999999,0.2230344658407948,4,PERKOTAAN,NONMAKANAN
121727.00000000001,559492.0,0.21756700721368671,4,PERKOTAAN,NONMAKANAN
125718.99999999999,559492.0,0.22470205114639707,4,PERKOTAAN,NONMAKANAN
84638.0,260183.0,0.3253018068052102,3,PERDESAAN,NONMAKANAN
87682.0,260183.0,0.3370012644946057,3,PERDESAAN,NONMAKANAN
88288.0,272829.0,0.3236019631344175,3,PERDESAAN,NONMAKANAN
90972.0,272829.0,0.3334396270191219,3,PERDESAAN,NONMAKANAN
93744.0,336764.0,0.27836704635887444,2,PERDESAANPERKOTAAN,NONMAKANAN
96344.0,336764.0,0.2860875865591334,2,PERDESAANPERKOTAAN,NONMAKANAN
98155.0,356142.0,0.2756063592611936,2,PERDESAANPERKOTAAN,NONMAKANAN
101216.99999999999,356142.0,0.28420405343935845,2,PERDESAANPERKOTAAN,NONMAKANAN
127858.0,576134.0,0.22192406627624822,4,PERKOTAAN,NONMAKANAN
132061.0,576134.0,0.22921924413417713,4,PERKOTAAN,NONMAKANAN
134561.0,633864.0,0.21228686279706688,4,PERKOTAAN,NONMAKANAN
136434.00000000003,633864.0,0.21524175532921888,4,PERKOTAAN,NONMAKANAN
94463.0,287003.99999999994,0.3291347855779014,3,PERDESAAN,NONMAKANAN
96799.0,287003.99999999994,0.33727404496104585,3,PERDESAAN,NONMAKANAN
100825.0,331248.0,0.30437919625175097,3,PERDESAAN,NONMAKANAN
104778.0,331248.0,0.3163128532096798,3,PERDESAAN,NONMAKANAN
104496.0,373833.0,0.2795258845527281,2,PERDESAANPERKOTAAN,NONMAKANAN
107572.0,373833.0,0.28775415760513384,2,PERDESAANPERKOTAAN,NONMAKANAN
111335.0,426149.0,0.2612583861513227,2,PERDESAANPERKOTAAN,NONMAKANAN
114830.0,426149.0,0.26945974295375563,2,PERDESAANPERKOTAAN,NONMAKANAN
137577.00000000003,640399.0,0.21483012934123882,4,PERKOTAAN,NONMAKANAN
140281.00000000003,640399.0,0.21905249695892717,4,PERKOTAAN,NONMAKANAN
143425.0,704431.0,0.20360404354720335,4,PERKOTAAN,NONMAKANAN
144182.0,704431.0,0.20467866973486404,4,PERKOTAAN,NONMAKANAN
106943.0,334915.00000000006,0.31931385575444515,3,PERDESAAN,NONMAKANAN
110247.99999999999,334915.00000000006,0.3291820312616634,3,PERDESAAN,NONMAKANAN
116270.00000000001,378673.0,0.3070459208868866,3,PERDESAAN,NONMAKANAN
116847.0,378673.0,0.3085696630073969,3,PERDESAAN,NONMAKANAN
116842.0,434133.0,0.26913872016179374,2,PERDESAANPERKOTAAN,NONMAKANAN
120033.0,434133.0,0.2764890022182142,2,PERDESAANPERKOTAAN,NONMAKANAN
125093.0,484535.99999999994,0.25817070351841764,2,PERDESAANPERKOTAAN,NONMAKANAN
125892.0,484535.99999999994,0.2598197037990985,2,PERDESAANPERKOTAAN,NONMAKANAN
147729.0,724090.0,0.20402021848112803,4,PERKOTAAN,NONMAKANAN
151144.0,724090.0,0.208736483033877,4,PERKOTAAN,NONMAKANAN
157867.0,716409.0,0.22035876154543005,4,PERKOTAAN,NONMAKANAN
164956.0,716409.0,0.2302539471168006,4,PERKOTAAN,NONMAKANAN
122118.0,378673.0,0.3224893245623533,3,PERDESAAN,NONMAKANAN
126262.00000000001,378673.0,0.3334328035006457,3,PERDESAAN,NONMAKANAN
131658.0,406040.0,0.32424884247857355,3,PERDESAAN,NONMAKANAN
140763.00000000003,406040.0,0.3466727416018126,3,PERDESAAN,NONMAKANAN
130689.00000000001,494227.0,0.26443112173151206,2,PERDESAANPERKOTAAN,NONMAKANAN
134643.00000000003,494227.0,0.2724314940300712,2,PERDESAANPERKOTAAN,NONMAKANAN
140570.0,511651.0,0.2747380538687504,2,PERDESAANPERKOTAAN,NONMAKANAN
149038.0,511651.0,0.2912883977555013,2,PERDESAANPERKOTAAN,NONMAKANAN
261677.0,416073.0,0.6289208864790553,1,PERKOTAAN,MAKANAN
273271.0,416073.0,0.6567861889620331,1,PERKOTAAN,MAKANAN
290096.0,493141.0,0.5882617750298597,1,PERKOTAAN,MAKANAN
302027.0,493141.0,0.6124556668376793,1,PERKOTAAN,MAKANAN
266143.0,413087.0,0.6442783239366041,5,PERDESAAN,MAKANAN
284650.0,413087.0,0.6890800243048074,5,PERDESAAN,MAKANAN
304942.0,450979.0,0.676177826461986,5,PERDESAAN,MAKANAN
313234.0,450979.0,0.6945644919164751,5,PERDESAAN,MAKANAN
263932.0,414566.0,0.6366465170805131,0,PERDESAANPERKOTAAN,MAKANAN
279015.0,414566.0,0.6730291437310344,0,PERDESAANPERKOTAAN,MAKANAN
296832.0,472219.99999999994,0.6285883698276227,0,PERDESAANPERKOTAAN,MAKANAN
308036.99999999994,472219.99999999994,0.6523167167845496,0,PERDESAANPERKOTAAN,MAKANAN
311996.0,553689.9999999999,0.5634849825714751,1,PERKOTAAN,MAKANAN
321688.0,553689.9999999999,0.5809893622785313,1,PERKOTAAN,MAKANAN
328225.0,586199.0,0.5599207777563592,1,PERKOTAAN,MAKANAN
345167.0,586199.0,0.5888222258993959,1,PERKOTAAN,MAKANAN
316190.0,490602.99999999994,0.644492593808028,5,PERDESAAN,MAKANAN
322221.99999999994,490602.99999999994,0.6567876674215201,5,PERDESAAN,MAKANAN
333843.0,519512.0,0.6426088329047259,5,PERDESAAN,MAKANAN
342317.0,519512.0,0.6589202944301575,5,PERDESAAN,MAKANAN
314243.0,522765.99999999994,0.6011159868851456,0,PERDESAANPERKOTAAN,MAKANAN
321967.0,522765.99999999994,0.6158912400576931,0,PERDESAANPERKOTAAN,MAKANAN
331105.0,554754.0,0.5968501353753195,0,PERDESAANPERKOTAAN,MAKANAN
343740.0,554754.0,0.619625996387588,0,PERDESAANPERKOTAAN,MAKANAN
354346.0,612136.0,0.5788680946717722,1,PERKOTAAN,MAKANAN
366831.0,612136.0,0.5992638890704026,1,PERKOTAAN,MAKANAN
376919.0,643456.0,0.5857727645713149,1,PERKOTAAN,MAKANAN
378679.0,643456.0,0.5885079943306146,1,PERKOTAAN,MAKANAN
348030.0,533736.9999999999,0.6520627200287782,5,PERDESAAN,MAKANAN
367379.00000000006,533736.9999999999,0.6883146568441011,5,PERDESAAN,MAKANAN
376656.0,544441.0,0.6918215196871653,5,PERDESAAN,MAKANAN
378550.0,544441.0,0.6953003172060884,5,PERDESAAN,MAKANAN
351214.99999999994,576322.0,0.6094075881191418,0,PERDESAANPERKOTAAN,MAKANAN
367105.0,576322.0,0.6369789805004841,0,PERDESAANPERKOTAAN,MAKANAN
376790.0,598244.0,0.6298266259252078,0,PERDESAANPERKOTAAN,MAKANAN
378617.00000000006,598244.0,0.6328805637833392,0,PERDESAANPERKOTAAN,MAKANAN
397996.0,630457.9999999999,0.6312807514537051,1,PERKOTAAN,MAKANAN
409313.0,630457.9999999999,0.6492311938305169,1,PERKOTAAN,MAKANAN
431588.0,689462.9999999999,0.6259770284989913,1,PERKOTAAN,MAKANAN
458089.0,689462.9999999999,0.6644141890137687,1,PERKOTAAN,MAKANAN
391979.00000000006,579669.0,0.676211769130314,5,PERDESAAN,MAKANAN
399971.0,579669.0,0.6899989476753112,5,PERDESAAN,MAKANAN
415301.0,631364.0,0.6577837824139482,5,PERDESAAN,MAKANAN
438098.0,631364.0,0.6938913210129181,5,PERDESAAN,MAKANAN
395104.0,607811.0,0.6500441749162157,0,PERDESAANPERKOTAAN,MAKANAN
404860.0,607811.0,0.6660952170987363,0,PERDESAANPERKOTAAN,MAKANAN
423760.0,663926.0,0.6382639029048418,0,PERDESAANPERKOTAAN,MAKANAN
448623.0,663926.0,0.6757123534851776,0,PERDESAANPERKOTAAN,MAKANAN
102643.0,453609.0,0.226280783670518,4,PERKOTAAN,NONMAKANAN
106627.00000000001,453609.0,0.2350636781898066,4,PERKOTAAN,NONMAKANAN
108312.0,474403.99999999994,0.22831173430240895,4,PERKOTAAN,NONMAKANAN
111808.0,474403.99999999994,0.23568098076744715,4,PERKOTAAN,NONMAKANAN
65752.0,269407.0,0.24406195830100924,3,PERDESAAN,NONMAKANAN
67987.0,269407.0,0.2523579565490132,3,PERDESAAN,NONMAKANAN
72806.0,287255.0,0.25345424796783345,3,PERDESAAN,NONMAKANAN
75473.0,287255.0,0.26273868165915304,3,PERDESAAN,NONMAKANAN
84021.0,360624.0,0.23298782111007588,2,PERDESAANPERKOTAAN,NONMAKANAN
87123.0,360624.0,0.24158957806468787,2,PERDESAANPERKOTAAN,NONMAKANAN
91324.0,381537.0,0.23935817496075085,2,PERDESAANPERKOTAAN,NONMAKANAN
93795.0,381537.0,0.24583461106000204,2,PERDESAANPERKOTAAN,NONMAKANAN
113696.0,491793.0,0.2311866984686647,4,PERKOTAAN,NONMAKANAN
117206.0,491793.0,0.23832384763508224,4,PERKOTAAN,NONMAKANAN
120138.0,544628.0,0.22058726323288558,4,PERKOTAAN,NONMAKANAN
120623.0,544628.0,0.22147777932827545,4,PERKOTAAN,NONMAKANAN
79842.0,278114.0,0.28708371387272846,3,PERDESAAN,NONMAKANAN
84935.0,278114.0,0.305396348260066,3,PERDESAAN,NONMAKANAN
87742.99999999999,337487.0,0.2599892736609114,3,PERDESAAN,NONMAKANAN
93173.0,337487.0,0.2760787822938365,3,PERDESAAN,NONMAKANAN
97102.0,387051.0,0.2508764994793968,2,PERDESAANPERKOTAAN,NONMAKANAN
101729.0,387051.0,0.26283099643199476,2,PERDESAANPERKOTAAN,NONMAKANAN
104865.0,446955.0,0.23462093499345568,2,PERDESAANPERKOTAAN,NONMAKANAN
107932.0,446955.0,0.24148292333680124,2,PERDESAANPERKOTAAN,NONMAKANAN
129321.0,587371.0,0.2201691945976223,4,PERKOTAAN,NONMAKANAN
139706.0,587371.0,0.2378496725238393,4,PERKOTAAN,NONMAKANAN
141299.0,639799.0,0.2208490479041074,4,PERKOTAAN,NONMAKANAN
141850.0,639799.0,0.22171025587723645,4,PERKOTAAN,NONMAKANAN
97785.0,369051.0,0.26496337904517264,3,PERDESAAN,NONMAKANAN
103166.00000000001,369051.0,0.2795440196612392,3,PERDESAAN,NONMAKANAN
108061.0,390593.0,0.2766588238908531,3,PERDESAAN,NONMAKANAN
108090.99999999999,390593.0,0.2767356301828246,3,PERDESAAN,NONMAKANAN
114907.0,487639.99999999994,0.23563899598064145,2,PERDESAANPERKOTAAN,NONMAKANAN
123015.00000000003,487639.99999999994,0.2522660159133787,2,PERDESAANPERKOTAAN,NONMAKANAN
126114.0,526006.9999999999,0.2397572655877203,2,PERDESAANPERKOTAAN,NONMAKANAN
126619.0,526006.9999999999,0.24071732885684027,2,PERDESAANPERKOTAAN,NONMAKANAN
145089.0,657135.0,0.2207902485790591,4,PERKOTAAN,NONMAKANAN
147124.0,657135.0,0.22388702473616529,4,PERKOTAAN,NONMAKANAN
151633.0,668871.0,0.22669991672534764,4,PERKOTAAN,NONMAKANAN
157137.0,668871.0,0.23492870822624992,4,PERKOTAAN,NONMAKANAN
112706.0,383019.0,0.29425694286706405,3,PERDESAAN,NONMAKANAN
114016.00000000001,383019.0,0.2976771387320211,3,PERDESAAN,NONMAKANAN
118883.0,404273.0,0.294066138475733,3,PERDESAAN,NONMAKANAN
125685.0,404273.0,0.31089140259181297,3,PERDESAAN,NONMAKANAN
130652.0,534905.0,0.2442527177723147,2,PERDESAANPERKOTAAN,NONMAKANAN
132451.00000000003,534905.0,0.24761593180097402,2,PERDESAANPERKOTAAN,NONMAKANAN
137244.0,552568.9999999999,0.2483744111595113,2,PERDESAANPERKOTAAN,NONMAKANAN
143402.0,552568.9999999999,0.25951872073894844,2,PERDESAANPERKOTAAN,NONMAKANAN
288410.0,509608.99999999994,0.5659436940870354,1,PERKOTAAN,MAKANAN
301356.0,509608.99999999994,0.5913474840514983,1,PERKOTAAN,MAKANAN
312154.0,583695.9999999999,0.5347886571091801,1,PERKOTAAN,MAKANAN
322168.0,583695.9999999999,0.5519448480030701,1,PERKOTAAN,MAKANAN
293768.0,447944.0,0.6558141196220956,5,PERDESAAN,MAKANAN
313294.0,447944.0,0.6994043898344436,5,PERDESAAN,MAKANAN
332415.00000000006,505042.0,0.658192783966482,5,PERDESAAN,MAKANAN
341816.0,505042.0,0.676807077431184,5,PERDESAAN,MAKANAN
291641.0,472428.0,0.6173236980026586,0,PERDESAANPERKOTAAN,MAKANAN
308554.0,472428.0,0.6531238622604926,0,PERDESAANPERKOTAAN,MAKANAN
326993.0,537236.0,0.6086580199390956,0,PERDESAANPERKOTAAN,MAKANAN
334358.0,537236.0,0.6223670789001482,0,PERDESAANPERKOTAAN,MAKANAN
337132.00000000006,639600.0,0.5270981863664791,1,PERKOTAAN,MAKANAN
339340.0,639600.0,0.5305503439649781,1,PERKOTAAN,MAKANAN
356907.0,663365.0,0.53802506915499,1,PERKOTAAN,MAKANAN
367319.0,663365.0,0.5537208022732583,1,PERKOTAAN,MAKANAN
352878.0,544679.9999999999,0.6478629654108835,5,PERDESAAN,MAKANAN
354771.0,544679.9999999999,0.6513384005287508,5,PERDESAAN,MAKANAN
369087.0,558783.0,0.6605193787212568,5,PERDESAAN,MAKANAN
370529.0,558783.0,0.6630999869358946,5,PERDESAAN,MAKANAN
346896.0,584045.0,0.5939542329786233,0,PERDESAANPERKOTAAN,MAKANAN
348429.0,584045.0,0.5965790307253722,0,PERDESAANPERKOTAAN,MAKANAN
364235.0,604871.0,0.6021697188326106,0,PERDESAANPERKOTAAN,MAKANAN
369206.0,604871.0,0.6103880000859687,0,PERDESAANPERKOTAAN,MAKANAN
382490.0,663548.0,0.5764315467758173,1,PERKOTAAN,MAKANAN
402124.0,663548.0,0.6060209660793191,1,PERKOTAAN,MAKANAN
411369.0,698667.0,0.588791226721743,1,PERKOTAAN,MAKANAN
413073.0,698667.0,0.5912301568558412,1,PERKOTAAN,MAKANAN
382217.0,561205.9999999999,0.6810636379511267,5,PERDESAAN,MAKANAN
401904.0,561205.9999999999,0.7161434482168758,5,PERDESAAN,MAKANAN
415694.0,597149.0,0.6961311163545447,5,PERDESAAN,MAKANAN
416419.0,597149.0,0.697345218697511,5,PERDESAAN,MAKANAN
382333.0,609257.0,0.6275397738556964,0,PERDESAANPERKOTAAN,MAKANAN
402003.0,609257.0,0.6598249999589664,0,PERDESAANPERKOTAAN,MAKANAN
413832.0,644852.0,0.6417472536333918,0,PERDESAANPERKOTAAN,MAKANAN
414949.0,644852.0,0.6434794340406791,0,PERDESAANPERKOTAAN,MAKANAN
424106.0,718095.0,0.5905987369359207,1,PERKOTAAN,MAKANAN
431008.0,718095.0,0.6002102785843099,1,PERKOTAAN,MAKANAN
453325.99999999994,756882.0,0.5989388041993335,1,PERKOTAAN,MAKANAN
490322.0,756882.0,0.6478182860736548,1,PERKOTAAN,MAKANAN
438205.0,619721.0,0.7071004532684869,5,PERDESAAN,MAKANAN
444693.0,619721.0,0.7175696805497958,5,PERDESAAN,MAKANAN
470942.0,677060.0,0.6955690780728444,5,PERDESAAN,MAKANAN
500796.0,677060.0,0.7396626591439459,5,PERDESAAN,MAKANAN
431644.0,668029.0,0.6461456014634095,0,PERDESAANPERKOTAAN,MAKANAN
438308.0,668029.0,0.6561212162945022,0,PERDESAANPERKOTAAN,MAKANAN
462910.0,716261.0,0.6462867585977737,0,PERDESAANPERKOTAAN,MAKANAN
495824.0,716261.0,0.6922392814909649,0,PERDESAANPERKOTAAN,MAKANAN
117925.0,578890.0,0.20370882205600374,4,PERKOTAAN,NONMAKANAN
121983.99999999999,578890.0,0.21072051685121526,4,PERKOTAAN,NONMAKANAN
129369.00000000001,610624.0,0.2118636018237082,4,PERKOTAAN,NONMAKANAN
132506.00000000003,610624.0,0.2170009695000524,4,PERKOTAAN,NONMAKANAN
75985.0,319143.0,0.2380907618215032,3,PERDESAAN,NONMAKANAN
77884.0,319143.0,0.24404107249728177,3,PERDESAAN,NONMAKANAN
81375.0,334953.0,0.2429445325165023,3,PERDESAAN,NONMAKANAN
83703.00000000001,334953.0,0.2498947613545781,3,PERDESAAN,NONMAKANAN
92636.99999999999,422275.0,0.21937599905275,2,PERDESAANPERKOTAAN,NONMAKANAN
95393.0,422275.0,0.22590255165472733,2,PERDESAANPERKOTAAN,NONMAKANAN
98148.0,447789.0,0.21918358869914178,2,PERDESAANPERKOTAAN,NONMAKANAN
103717.0,447789.0,0.23162024971582598,2,PERDESAANPERKOTAAN,NONMAKANAN
135481.00000000003,625397.0,0.2166319953565495,4,PERKOTAAN,NONMAKANAN
136026.0,625397.0,0.2175034418137599,4,PERKOTAAN,NONMAKANAN
139235.0,705784.0,0.197277070605171,4,PERKOTAAN,NONMAKANAN
140237.0,705784.0,0.19869676841639936,4,PERKOTAAN,NONMAKANAN
86342.0,359478.0,0.24018716027128226,3,PERDESAAN,NONMAKANAN
86644.0,359478.0,0.2410272673153851,3,PERDESAAN,NONMAKANAN
91162.0,416100.0,0.21908675799086758,3,PERDESAAN,NONMAKANAN
95901.0,416100.0,0.23047584715212688,3,PERDESAAN,NONMAKANAN
106715.0,469757.99999999994,0.22717015995470008,2,PERDESAANPERKOTAAN,NONMAKANAN
107368.00000000001,469757.99999999994,0.22856023739883086,2,PERDESAANPERKOTAAN,NONMAKANAN
112319.0,543759.0,0.20656025923249086,2,PERDESAANPERKOTAAN,NONMAKANAN
116426.0,543759.0,0.21411323766595128,2,PERDESAANPERKOTAAN,NONMAKANAN
143519.0,709405.0,0.2023089772414911,4,PERKOTAAN,NONMAKANAN
149242.0,709405.0,0.21037630126655438,4,PERKOTAAN,NONMAKANAN
151198.0,753188.0,0.20074403734525775,4,PERKOTAAN,NONMAKANAN
152458.0,753188.0,0.2024169264512977,4,PERKOTAAN,NONMAKANAN
101722.0,419508.0,0.24247928525796883,3,PERDESAAN,NONMAKANAN
108553.0,419508.0,0.25876264576599256,3,PERDESAAN,NONMAKANAN
112136.0,445718.0,0.2515850829448216,3,PERDESAAN,NONMAKANAN
113254.0,445718.0,0.25409339537555137,3,PERDESAAN,NONMAKANAN
121319.0,555619.9999999999,0.2183488715309024,2,PERDESAANPERKOTAAN,NONMAKANAN
127697.00000000001,555619.9999999999,0.22982793995896475,2,PERDESAANPERKOTAAN,NONMAKANAN
130483.0,590197.0,0.2210838076100014,2,PERDESAANPERKOTAAN,NONMAKANAN
132291.00000000003,590197.0,0.22414719153096335,2,PERDESAANPERKOTAAN,NONMAKANAN
156831.00000000003,764265.9999999999,0.2052047323837512,4,PERKOTAAN,NONMAKANAN
161294.0,764265.9999999999,0.21104432226476122,4,PERKOTAAN,NONMAKANAN
169253.0,781204.0,0.21665659674041607,4,PERKOTAAN,NONMAKANAN
178321.0,781204.0,0.22826432020317355,4,PERKOTAAN,NONMAKANAN
117975.99999999999,468280.99999999994,0.25193420190014115,3,PERDESAAN,NONMAKANAN
121531.0,468280.99999999994,0.25952579754463667,3,PERDESAAN,NONMAKANAN
127489.0,477638.0,0.26691553017138503,3,PERDESAAN,NONMAKANAN
138150.0,477638.0,0.2892357810726952,3,PERDESAAN,NONMAKANAN
137059.00000000003,613628.0,0.22335845170037874,2,PERDESAANPERKOTAAN,NONMAKANAN
141237.0,613628.0,0.2301671370928315,2,PERDESAANPERKOTAAN,NONMAKANAN
148030.0,626723.0,0.23619685251698117,2,PERDESAANPERKOTAAN,NONMAKANAN
158370.0,626723.0,0.2526953694056226,2,PERDESAANPERKOTAAN,NONMAKANAN
280361.0,530836.0,0.5281499370803788,1,PERKOTAAN,MAKANAN
288956.0,530836.0,0.544341378504849,1,PERKOTAAN,MAKANAN
292026.0,599303.0,0.487276052347477,1,PERKOTAAN,MAKANAN
301570.0,599303.0,0.5032012187491135,1,PERKOTAAN,MAKANAN
302422.0,472755.99999999994,0.6396999720786198,5,PERDESAAN,MAKANAN
318195.0,472755.99999999994,0.6730639061164745,5,PERDESAAN,MAKANAN
326262.0,529182.0,0.6165402451330544,5,PERDESAAN,MAKANAN
333174.0,529182.0,0.6296019138972981,5,PERDESAAN,MAKANAN
293851.0,495321.99999999994,0.5932524701103524,0,PERDESAANPERKOTAAN,MAKANAN
306835.0,495321.99999999994,0.6194657212883741,0,PERDESAANPERKOTAAN,MAKANAN
312352.0,556747.0,0.561030414173763,0,PERDESAANPERKOTAAN,MAKANAN
321762.0,556747.0,0.5779321666753481,0,PERDESAANPERKOTAAN,MAKANAN
318174.0,643136.0,0.49472273360533386,1,PERKOTAAN,MAKANAN
327480.0,643136.0,0.5091924569608917,1,PERKOTAAN,MAKANAN
342424.99999999994,644937.0,0.5309433324495261,1,PERKOTAAN,MAKANAN
350004.0,644937.0,0.5426948678708153,1,PERKOTAAN,MAKANAN
346207.99999999994,577172.0,0.5998350578337134,5,PERDESAAN,MAKANAN
350965.0,577172.0,0.608076968390705,5,PERDESAAN,MAKANAN
357684.99999999994,569381.9999999999,0.6281986434414857,5,PERDESAAN,MAKANAN
358620.0,569381.9999999999,0.6298407747347123,5,PERDESAAN,MAKANAN
335922.0,603401.0,0.556714357450518,0,PERDESAANPERKOTAAN,MAKANAN
342348.00000000006,603401.0,0.5673639917732983,0,PERDESAANPERKOTAAN,MAKANAN
351845.0,599873.0,0.5865324827088401,0,PERDESAANPERKOTAAN,MAKANAN
355411.0,599873.0,0.5924770743140632,0,PERDESAANPERKOTAAN,MAKANAN
361135.00000000006,680685.0,0.530546434841373,1,PERKOTAAN,MAKANAN
383444.0,680685.0,0.5633207724571572,1,PERKOTAAN,MAKANAN
400297.0,744846.0,0.537422500758546,1,PERKOTAAN,MAKANAN
401965.0,744846.0,0.5396618898403159,1,PERKOTAAN,MAKANAN
368149.0,581820.0,0.6327541163933863,5,PERDESAAN,MAKANAN
381046.0,581820.0,0.6549207658726066,5,PERDESAAN,MAKANAN
394776.0,616148.0,0.6407161915643644,5,PERDESAAN,MAKANAN
396647.0,616148.0,0.6437527996520317,5,PERDESAAN,MAKANAN
365515.0,621747.0,0.5878838176943355,0,PERDESAANPERKOTAAN,MAKANAN
381904.0,621747.0,0.6142434141218213,0,PERDESAANPERKOTAAN,MAKANAN
396883.0,668073.0,0.594071306578772,0,PERDESAANPERKOTAAN,MAKANAN
398653.99999999994,668073.0,0.5967222144885365,0,PERDESAANPERKOTAAN,MAKANAN
419858.0,714406.0,0.587702230944309,1,PERKOTAAN,MAKANAN
432554.0,714406.0,0.6054736382393205,1,PERKOTAAN,MAKANAN
450681.0,794813.0,0.5670277159533123,1,PERKOTAAN,MAKANAN
486130.0,794813.0,0.6116281439785207,1,PERKOTAAN,MAKANAN
409818.0,643925.0,0.6364374733082269,5,PERDESAAN,MAKANAN
423953.0,643925.0,0.6583887875140738,5,PERDESAAN,MAKANAN
435905.0,687965.0,0.63361508216261,5,PERDESAAN,MAKANAN
468911.0,687965.0,0.6815913600255827,5,PERDESAAN,MAKANAN
413593.0,672142.0,0.6153357475057354,0,PERDESAANPERKOTAAN,MAKANAN
427086.0,672142.0,0.6354103745934638,0,PERDESAANPERKOTAAN,MAKANAN
441535.0,730825.0,0.6041596825505422,0,PERDESAANPERKOTAAN,MAKANAN
475492.0,730825.0,0.6506236103034242,0,PERDESAANPERKOTAAN,MAKANAN
124441.00000000001,661673.0,0.18807024013372164,4,PERKOTAAN,NONMAKANAN
128812.0,661673.0,0.194676222242709,4,PERKOTAAN,NONMAKANAN
134320.0,701840.0,0.1913826513165394,4,PERKOTAAN,NONMAKANAN
137972.00000000003,701840.0,0.19658611649378777,4,PERKOTAAN,NONMAKANAN
93237.0,413929.0,0.22524877454829206,3,PERDESAAN,NONMAKANAN
98585.0,413929.0,0.2381688647086819,3,PERDESAAN,NONMAKANAN
99515.0,415428.0,0.2395481286769308,3,PERDESAAN,NONMAKANAN
100785.0,415428.0,0.24260521678846875,3,PERDESAAN,NONMAKANAN
105361.0,510187.0,0.20651447410459303,2,PERDESAANPERKOTAAN,NONMAKANAN
